line,word
153,yeah
153,love
153,love
153,yo
153,app
153,mixing
154,calm
154,helps
154,worries
154,stuff
154,relaxes
154,calms
154,change
154,stressing
154,worrying
154,started
154,day
154,meditation
154,feel
154,feeling
154,stressed
154,worried
154,calm
154,opinion
154,helped
154,awesome
154,meditate
154,sleep
154,stressed
154,worried
154,stressful
154,feeling
154,calm
155,money
155,week
155,free
155,story
155,bad
155,charge
155,dollars
155,listen
155,calming
155,videos
155,stories
155,music
155,youtube
155,free
155,perfect
155,luck
156,love
156,app
156,app
156,clearing
157,app
157,calm
157,time
157,mad
157,app
157,calm
157,app
157,inside
157,head
157,feel
157,mad
157,sooooo
157,app
158,literally
158,started
158,improvements
158,mood
159,tired
159,sleep
159,calm
159,cuz
159,friends
159,sleep
159,regret
159,app
160,shi
160,ughhhhh
161,super
161,soothing
161,recommend
161,trouble
161,sleep
161,stress
161,reliever
162,creí
162,una
162,app
162,pudiera
162,traer
162,tanta
162,buena
162,energía
162,mejor
162,inteligencia
162,emocional
162,espero
162,mucho
162,de
162,esta
162,app
162,así
162,sorprendan
162,más
162,personas
162,ocupan
162,darse
162,cuenta
162,de
162,el
162,arte
162,nuestro
162,cuerpo
162,pasa
162,día
162,día
162,así
162,como
162,estar
162,agradecidos
162,por
162,el
162,simple
162,de
162,hecho
162,de
162,estar
162,vivos
162,se
162,nos
162,olvida
163,disappointing
163,free
163,features
163,locked
163,agree
163,sign
163,days
163,free
163,trial
163,watching
163,relaxing
163,videos
163,youtube
164,accidentally
164,hit
164,button
164,automatically
164,subscribed
164,time
164,cancel
164,subscription
164,luck
164,user
164,friendly
164,app
164,easily
164,spend
164,hours
164,figure
164,unsubscribe
164,send
164,email
164,developer
164,waiting
165,trouble
165,sleep
165,tossing
165,advertisement
165,calm
165,app
165,listened
165,stories
165,day
165,loved
165,app
166,helps
166,sleep
167,absolutely
167,love
167,sleepy
167,paws
167,melodic
167,bedtime
167,story
167,boys
167,asleep
167,minutes
167,enjoyable
167,calming
167,story
167,variety
167,calming
167,sounds
167,aided
167,decision
167,continue
167,trial
167,period
167,extend
167,annual
167,basis
167,wondering
167,hype
167,facebook
167,sponsored
167,ads
167,recommend
167,exploring
167,options
167,taking
167,advantage
167,trial
167,period
168,app
168,pay
168,calm
168,premium
168,lot
168,nice
168,choices
168,cool
168,options
168,stories
168,listen
168,scenes
168,music
168,meditation
168,exercises
168,pay
168,listen
168,stories
168,meditation
168,exercises
168,called
168,day
168,calming
168,meditation
168,exercise
168,levels
168,pay
168,level
168,levels
168,subscribed
168,calm
168,wanna
168,pay
168,app
168,listen
168,stories
168,exercises
168,mind
168,exercises
168,stories
168,change
168,music
168,app
168,focused
168,money
168,app
168,pay
168,lot
168,money
168,meditate
168,fair
168,people
168,meditate
168,money
168,pictures
168,exercises
168,unlocked
168,pay
168,warning
168,free
168,lot
168,people
168,discouraged
168,app
168,hefty
168,prices
168,nice
168,idea
168,colors
168,organized
168,p.s
169,idea
169,paying
169,dollars
169,pay
169,low
169,price
169,items
169,feel
169,gaining
169,content
169,choose
169,paying
169,content
170,deeper
170,sleep
170,app
170,overrides
170,set
170,alarms
171,meditation
171,natural
171,past
171,ad
171,calm
171,struck
171,note
171,decided
171,week
171,calm
171,app
171,mind
171,body
171,soak
171,lovely
171,ten
171,minute
171,sessions
171,sponge
171,week
171,paid
171,extended
171,version
171,app
171,regret
171,paying
171,short
171,exercise
171,sessions
171,happy
171,calm
171,failed
171,meditation
171,attempts
171,past
171,session
171,heart
171,literally
171,racing
171,time
171,stuck
171,months
171,love
172,calm
172,difficult
172,time
172,life
172,bringing
172,serenity
172,mind
172,body
172,soul
172,importantly
172,heart
172,belle
173,free
173,bring
173,mindfulness
173,life
173,reduce
173,stress
173,sleep
173,deprivation
173,impressive
173,level
173,app
174,app
174,wonderful
174,enjoyed
174,premium
174,money
174,spend
174,month
174,app
175,app
175,intentional
175,organized
175,reflection
175,recommend
175,app
176,hate
176,apps
176,automatic
176,billing
176,cancel
176,time
176,refund
176,shady
176,sad
177,free
177,story
177,costs
177,money
177,cheap
177,youtube
177,save
177,money
177,space
177,device
178,downloaded
178,app
178,excited
178,meditation
178,resource
178,download
178,app
178,free
178,charge
178,month
178,lifetime
178,access
178,app
178,explore
178,due
178,cost
179,charge
179,cancel
179,subscription
179,trial
180,calm
180,amazing
180,meditations
180,night
181,calm
181,options
181,choose
181,read
181,book
181,pay
181,read
182,app
182,times
182,helps
182,sleep
183,excited
183,subscription
183,looked
183,variety
183,meditations
183,woman
183,voice
183,luck
183,bedtime
183,stories
183,fun
183,narrators
183,unsubscribing
184,purchase
184,subscription
184,dont
184,buy
185,charged
185,aware
185,change
185,calm
185,apple
185,wont
185,refund
185,disappointing
186,app
186,sleep
186,music
186,cost
186,money
186,upset
186,bc
186,parents
186,money
186,apps
186,unlock
186,app
186,pointless
186,honestly
186,star
186,bc
186,yeah
187,previous
187,version
187,downloaded
187,iphone
187,app
187,constantly
187,freezes
187,times
187,fix
187,bug
187,paid
187,entire
187,time
187,app
188,trouble
188,finding
188,surgery
188,found
188,app
188,combine
188,sounds
188,white
188,noise
188,wonders
188,time
188,stories
188,soundscapes
188,affect
189,day
189,free
189,trial
189,day
189,trial
189,charge
189,priced
189,subscription
189,trial
189,spend
189,hours
189,phone
189,apple
189,support
189,refunded
190,hour
190,drive
190,trip
190,tired
190,read
190,book
190,stay
190,focused
190,helped
190,lot
190,sleep
190,night
191,experience
191,app
191,purchasing
191,options
192,meditating
192,feel
192,relaxed
192,calm
192,worries
192,faded
192,love
192,app
192,helped
192,rid
192,worries
192,feelings
192,trapped
192,inside
193,day
193,wonderful
193,app
193,app
193,allowed
193,reach
193,level
193,personal
193,care
193,craving
193,teens
193,finally
193,finding
193,accessible
193,meditations
193,breaks
193,emotional
193,days
193,tamara
193,levitt
193,involved
193,creating
193,contributing
193,app
193,beautiful
193,words
193,thoughtful
193,care
193,life
193,changing
193,forward
193,daily
193,calm
193,morning
193,evening
193,deeply
193,grateful
193,compassionate
193,heart
193,compassionate
193,heart
193,shaun
193,santa
193,cruz
193,ca
194,app
194,user
194,friendly
194,feel
194,calm
195,app
195,pretty
195,useless
195,pay
195,content
195,locked
195,sign
196,app
196,charged
196,subscription
196,apple
196,app
196,offer
196,refund
196,auto
196,renew
196,barely
196,app
196,spend
196,bad
196,practice
196,customer
196,satisfaction
197,love
197,app
197,sessions
197,receive
197,yearly
197,cost
198,makes
198,pay
198,dose
198,free
198,day
198,trial
199,app
199,pay
199,type
199,app
200,nice
200,start
200,day
200,bed
201,fix
201,app
201,crashes
201,mins
201,includes
201,meditations
201,sleep
